A,B,C,D,E,F,G,H,I,J,K,L,M,N,Z
42,"0,616175344031913",2,14,0,4,1,1,"0,54","0,5152","0,37","0,2537",36,156,192
42,"0,0498858256595998",2,15,0,4,1,1,"0,54","0,5152","0,33","0,1343",46,171,217
42,"0,909993391895291",2,16,0,4,1,1,"0,56","0,5303","0,32",0,45,298,343
42,"0,152944824455051",2,17,0,4,1,1,"0,54","0,5152","0,32","0,1642",49,561,610
42,"0,776989755987579",2,18,0,4,1,1,"0,54","0,5152","0,37","0,1343",36,486,522
42,"0,894776743618992",2,19,0,4,1,1,"0,5","0,4848","0,39","0,0896",20,349,369
42,"0,859831831696862",2,20,0,4,1,1,"0,46","0,4545","0,44","0,1343",23,246,269
42,"0,274484479100382",2,21,0,4,1,1,"0,44","0,4394","0,51","0,2239",17,205,222
42,"0,759954411306569",2,22,0,4,1,1,"0,44","0,4394","0,54","0,2537",19,118,137
42,"0,942146925408762",2,23,0,4,1,1,"0,44","0,4394","0,54",0,14,71,85
42,"0,296427074415425",2,0,0,5,1,2,"0,44","0,4394","0,58","0,0896",12,34,46
42,"0,508092090563715",2,1,0,5,1,1,"0,44","0,4394","0,62","0,194",3,15,18
42,"0,0998238253492594",2,2,0,5,1,3,"0,42","0,4242","0,77","0,2836",1,4,5
42,"0,147144207566625",2,3,0,5,1,1,"0,42","0,4242","0,82","0,1343",0,5,5
42,"0,516019410643497",2,4,0,5,1,1,"0,4","0,4091","0,87","0,1343",0,2,2
42,"0,478825016307631",2,5,0,5,1,2,"0,4","0,4091","0,87","0,194",1,25,26
42,"0,292584230272762",2,6,0,5,1,2,"0,4","0,4091","0,87","0,1642",2,80,82
42,"0,781318446767002",2,7,0,5,1,2,"0,4","0,4091","0,76","0,2239",7,265,272
42,"0,146905751482444",2,8,0,5,1,2,"0,38","0,3939","0,76","0,3284",17,452,469
42,"0,704518838480925",2,9,0,5,1,3,"0,36","0,3333","0,81","0,2537",15,229,244
42,"0,0787384311721428",2,10,0,5,1,3,"0,36","0,3485","0,81","0,1642",22,119,141
42,"0,50323821166304",2,11,0,5,1,2,"0,36","0,3636","0,81","0,1045",27,136,163
42,"0,969737493014267",2,12,0,5,1,2,"0,4","0,4091","0,76","0,1343",27,201,228
42,"0,807000860251868",2,13,0,5,1,2,"0,42","0,4242","0,71","0,1045",30,153,183
42,"0,0879469003583963",2,14,0,5,1,2,"0,46","0,4545","0,67","0,1045",5,26,31
42,"0,251395275612621",2,15,0,5,1,3,"0,4","0,4091","0,87","0,194",11,83,94
42,"0,214285463764919",2,16,0,5,1,3,"0,4","0,4091","0,87","0,194",12,166,178
42,"0,189346210614523",2,17,0,5,1,3,"0,42","0,4242","0,94","0,1045",14,242,256
42,"0,647142519574698",2,18,0,5,1,2,"0,42","0,4242","0,94",0,11,289,300
42,"0,348387381205049",2,19,0,5,1,2,"0,44","0,4394","0,88","0,1045",6,227,233
42,"0,343374792890181",2,20,0,5,1,1,"0,44","0,4394","0,62","0,4179",8,159,167
42,"0,228502454798183",2,21,0,5,1,1,"0,42","0,4242","0,35","0,806",1,151,152
42,"0,278828802719197",2,22,0,5,1,1,"0,4","0,4091","0,37","0,5821",4,102,106
42,"0,4757158080257",2,23,0,5,1,1,"0,38","0,3939","0,37","0,6866",10,76,86
42,"0,922970288276618",2,0,0,6,0,1,"0,36","0,3333","0,43","0,3881",5,56,61
42,"0,311147224703696",2,1,0,6,0,1,"0,34","0,303","0,42","0,3582",4,42,46
42,"0,913185283248966",2,2,0,6,0,1,"0,32","0,303","0,45","0,2537",1,37,38
42,"0,278377293437766",2,3,0,6,0,1,"0,3","0,2727","0,45","0,2985",0,7,7
42,"0,606857257567844",2,4,0,6,0,1,"0,3","0,2727","0,42","0,3284",0,2,2
42,"0,927876257516941",2,5,0,6,0,2,"0,3","0,2727","0,42","0,2985",0,3,3
42,"0,00104505682708787",2,6,0,6,0,2,"0,3","0,2727","0,42","0,2985",1,12,13
42,"0,0239085503054844",2,7,0,6,0,1,"0,28","0,2424","0,45","0,4478",3,20,23
42,"0,384368121989171",2,8,0,6,0,1,"0,26","0,2273","0,48","0,2985",3,90,93
42,"0,66212481583705",2,9,0,6,0,3,"0,22","0,197","0,75","0,3284",15,107,122
42,"0,651633464544396",2,10,0,6,0,1,"0,26","0,2273","0,6","0,3582",24,159,183
42,"0,843076601953067",2,11,0,6,0,1,"0,3","0,2576","0,39","0,6119",23,187,210
42,"0,926590559727413",2,12,0,6,0,1,"0,32","0,2727","0,29","0,6567",41,217,258
42,"0,933162301512218",2,13,0,6,0,1,"0,32","0,2879","0,31","0,4925",48,178,226
42,"0,575047591720944",2,14,0,6,0,1,"0,32","0,2727","0,29","0,5522",35,181,216
42,"0,760599413607257",2,15,0,6,0,1,"0,32","0,2879","0,29","0,4179",21,211,232
42,"0,205189872114891",2,16,0,6,0,1,"0,32","0,2727","0,26","0,5821",32,163,195
42,"0,967119160442387",2,17,0,6,0,1,"0,3","0,2727","0,33","0,3582",16,143,159
42,"0,575650809443826",2,18,0,6,0,1,"0,3","0,2576","0,28","0,5821",7,126,133
42,"0,571950174605707",2,19,0,6,0,1,"0,26","0,2121","0,33","0,4478",12,137,149
42,"0,751997089064136",2,20,0,6,0,1,"0,26","0,2121","0,3","0,5522",10,95,105
42,"0,687833448447804",2,21,0,6,0,1,"0,24","0,2121","0,35","0,3284",5,80,85
42,"0,110171083220222",2,22,0,6,0,1,"0,24","0,197","0,38","0,4627",4,78,82
42,"0,07736530570439",2,23,0,6,0,1,"0,24","0,197","0,41","0,4179",7,84,91
42,"0,437579945504552",2,0,0,0,0,1,"0,24","0,2121","0,41","0,3582",7,63,70
42,"0,00418146513982384",2,1,0,0,0,1,"0,24","0,2121","0,44","0,3284",5,50,55
42,"0,359232417900967",2,2,0,0,0,1,"0,24","0,2121","0,44","0,3284",5,37,42
42,"0,520025249254",2,3,0,0,0,1,"0,24","0,2273","0,41","0,194",0,21,21
42,"0,359774244958779",2,4,0,0,0,1,"0,24","0,2273","0,41","0,194",1,5,6
42,"0,35591644135693",2,5,0,0,0,1,"0,22","0,2121","0,44","0,2239",0,5,5
42,"0,683440403042676",2,6,0,0,0,1,"0,22","0,197","0,44","0,3284",0,2,2
42,"0,646065131101375",2,7,0,0,0,1,"0,2","0,1818","0,51","0,2985",2,20,22
42,"0,683026093999157",2,8,0,0,0,1,"0,2","0,197","0,51","0,2537",2,57,59
42,"0,761085816370225",2,9,0,0,0,1,"0,22","0,2121","0,47","0,2239",11,76,87
42,"0,333848906041595",2,10,0,0,0,1,"0,26","0,2576","0,41","0,1642",27,161,188
42,"0,176747826404027",2,11,0,0,0,1,"0,28","0,2576","0,41","0,2836",43,184,227
42,"0,905517872266135",2,12,0,0,0,1,"0,3","0,303","0,39","0,1343",49,256,305
42,"0,712005593851016",2,13,0,0,0,1,"0,32","0,3333","0,36",0,58,267,325
42,"0,305305858490998",2,14,0,0,0,1,"0,34","0,3485","0,31",0,68,263,331
42,"0,574591491906609",2,15,0,0,0,1,"0,36","0,3485","0,29",0,72,281,353
42,"0,595071036615301",2,16,0,0,0,1,"0,36","0,3333","0,32","0,2537",64,275,339
42,"0,847689765229113",2,17,0,0,0,1,"0,36","0,3485","0,32","0,2239",46,241,287
42,"0,876847066341523",2,18,0,0,0,1,"0,34","0,3182","0,36","0,2836",17,199,216
42,"0,371988581972686",2,19,0,0,0,1,"0,34","0,3333","0,34","0,1642",13,130,143
42,"0,907795828199623",2,20,0,0,0,1,"0,32","0,3182","0,42","0,1642",9,79,88
42,"0,785562880892726",2,21,0,0,0,1,"0,3","0,303","0,45","0,1343",8,75,83
42,"0,297681875685373",2,22,0,0,0,1,"0,3","0,2879","0,42","0,2239",3,68,71
42,"0,845131963208388",2,23,0,0,0,1,"0,26","0,2576","0,56","0,1642",5,59,64
42,"0,00155182875719763",2,0,0,1,1,1,"0,26","0,2424","0,6","0,2537",2,27,29
42,"0,74647390585914",2,1,0,1,1,1,"0,26","0,2576","0,65","0,2239",0,6,6
42,"0,0549074471974102",2,2,0,1,1,1,"0,26","0,2273","0,7","0,2985",0,4,4
42,"0,900780907277037",2,3,0,1,1,1,"0,24","0,2424","0,75","0,1642",0,2,2
42,"0,25337625756138",2,4,0,1,1,1,"0,22","0,2273","0,8","0,1343",0,1,1
42,"0,0114877680561951",2,5,0,1,1,1,"0,22","0,2273","0,8","0,1343",0,16,16
42,"0,542336934457946",2,6,0,1,1,1,"0,24","0,2273","0,7","0,2537",1,89,90
42,"0,655133182884235",2,7,0,1,1,1,"0,24","0,2273","0,6","0,2239",2,278,280
42,"0,243556973447564",2,8,0,1,1,1,"0,24","0,2424","0,6",0,14,514,528
42,"0,137177514173556",2,9,0,1,1,1,"0,26","0,2576","0,6","0,194",11,219,230
42,"0,152248903069646",2,10,0,1,1,1,"0,32","0,303","0,45","0,2537",16,88,104
42,"0,81123632301497",2,11,0,1,1,1,"0,36","0,3333","0,43","0,2537",11,92,103
42,"0,22176414525529",2,12,0,1,1,1,"0,4","0,4091","0,37","0,2985",13,164,177
42,"0,790345929479097",2,13,0,1,1,1,"0,4","0,4091","0,43","0,2836",23,159,182
42,"0,818661987410371",2,14,0,1,1,1,"0,46","0,4545","0,36","0,2836",24,134,158
42,"0,838192233052271",2,15,0,1,1,1,"0,52","0,5","0,25","0,4179",24,150,174
42,"0,591997060927744",2,16,0,1,1,1,"0,54","0,5152","0,26","0,4478",20,266,286
42,"0,609376705173872",2,17,0,1,1,1,"0,54","0,5152","0,24","0,4478",26,503,529
42,"0,431277958992234",2,18,0,1,1,1,"0,52","0,5","0,27","0,4179",10,517,527
42,"0,380722857325106",2,19,0,1,1,1,"0,5","0,4848","0,29","0,3881",16,318,334
42,"0,781399900604116",2,20,0,1,1,1,"0,48","0,4697","0,33","0,3582",11,208,219
42,"0,553092984059881",2,21,0,1,1,1,"0,46","0,4545","0,36","0,2836",14,181,195
42,"0,672924720275479",2,22,0,1,1,1,"0,44","0,4394","0,44","0,2537",9,83,92
42,"0,154772464754122",2,23,0,1,1,1,"0,42","0,4242","0,5","0,1642",6,50,56
42,"0,0817995044200268",2,0,0,2,1,1,"0,42","0,4242","0,54","0,1343",0,10,10
42,"0,490275765215607",2,1,0,2,1,1,"0,38","0,3939","0,62","0,1642",0,6,6
42,"0,549815524910655",2,2,0,2,1,1,"0,4","0,4091","0,54","0,1045",1,2,3
42,"0,963634428803367",2,3,0,2,1,1,"0,4","0,4091","0,32","0,3582",0,6,6
42,"0,499431716223655",2,4,0,2,1,1,"0,32","0,2879","0,42","0,3582",0,2,2
42,"0,351135208223966",2,5,0,2,1,1,"0,32","0,2879","0,42","0,3582",1,20,21
42,"0,484685814788162",2,6,0,2,1,1,"0,3","0,2727","0,45","0,3284",1,100,101
42,"0,615788866519155",2,7,0,2,1,1,"0,28","0,2576","0,45","0,2985",12,313,325
42,"0,448224747686922",2,8,0,2,1,1,"0,26","0,2424","0,48","0,2836",16,543,559
42,"0,574234522412451",2,9,0,2,1,1,"0,28","0,2576","0,45","0,3582",7,225,232
42,"0,973810161015476",2,10,0,2,1,1,"0,3","0,2727","0,42","0,2985",14,118,132
42,"0,840744486523503",2,11,0,2,1,1,"0,34","0,3182","0,36","0,2537",8,155,163
42,"0,454923518838915",2,12,0,2,1,1,"0,36","0,3485","0,34","0,1343",19,164,183
42,"0,282614398787638",2,13,0,2,1,1,"0,36","0,3636","0,32","0,1045",16,174,190
42,"0,0420857732659483",2,14,0,2,1,1,"0,4","0,4091","0,28","0,1045",13,121,134
42,"0,852637985388531",2,15,0,2,1,1,"0,42","0,4242","0,26","0,0896",17,149,166
42,"0,932113996529694",2,16,0,2,1,1,"0,42","0,4242","0,28","0,0896",17,270,287
42,"0,625161253930618",2,17,0,2,1,1,"0,42","0,4242","0,26","0,0896",33,497,530
42,"0,920645998111048",2,18,0,2,1,1,"0,42","0,4242","0,28","0,1642",17,432,449
42,"0,673806420394489",2,19,0,2,1,1,"0,42","0,4242","0,26",0,15,291,306
42,"0,60701751489014",2,20,0,2,1,1,"0,4","0,4091","0,3","0,1343",2,202,204
42,"0,523179187701392",2,21,0,2,1,1,"0,34","0,3485","0,46","0,1045",10,178,188
42,"0,783706118299487",2,22,0,2,1,1,"0,34","0,3485","0,46","0,1045",6,95,101
42,"0,322925199458977",2,23,0,2,1,1,"0,32","0,303","0,53","0,2239",4,61,65
42,"0,604255710857548",2,0,0,3,1,1,"0,32","0,3333","0,53","0,1045",2,30,32
42,"0,070321292026741",2,1,0,3,1,1,"0,32","0,3333","0,49","0,1045",0,6,6
42,"0,744591904014609",2,2,0,3,1,1,"0,3","0,2879","0,56","0,2239",0,4,4
42,"0,687856901553656",2,3,0,3,1,1,"0,28","0,303","0,7","0,0896",0,2,2
42,"0,589244991520546",2,5,0,3,1,1,"0,26","0,2879","0,75","0,0896",0,29,29
42,"0,112483881801333",2,6,0,3,1,2,"0,28","0,303","0,75","0,0896",4,100,104
42,"0,138430865403916",2,7,0,3,1,2,"0,26","0,2727","0,81","0,1343",11,242,253
42,"0,823418032767229",2,8,0,3,1,2,"0,28","0,2879","0,75","0,1045",2,114,116
42,"0,917088494319179",2,9,0,3,1,3,"0,3","0,303","0,81","0,1642",5,33,38
42,"0,922023010559713",2,10,0,3,1,3,"0,3","0,303","0,81","0,1642",0,10,10
42,"0,697952147857579",2,11,0,3,1,3,"0,3","0,2879","0,87","0,194",1,9,10
42,"0,379785778629532",2,12,0,3,1,3,"0,32","0,303","0,93","0,3284",1,69,70
42,"0,150822611426118",2,13,0,3,1,2,"0,36","0,3333","0,93","0,3582",4,72,76
42,"0,600756974597103",2,14,0,3,1,2,"0,36","0,3333","0,93","0,3582",2,54,56
42,"0,373065612104859",2,15,0,3,1,2,"0,4","0,4091","0,82","0,2836",3,87,90
42,"0,5062487421404",2,16,0,3,1,3,"0,4","0,4091","0,82","0,2239",5,162,167
42,"0,976297412719002",2,17,0,3,1,2,"0,4","0,4091","0,87","0,1642",7,246,253
42,"0,468925822371065",2,18,0,3,1,3,"0,4","0,4091","0,87",0,11,181,192
42,"0,631286377109911",2,19,0,3,1,2,"0,4","0,4091","0,87","0,1045",0,102,102
42,"0,589446783531199",2,20,0,3,1,3,"0,42","0,4242","0,88","0,1642",2,95,97
42,"0,117889438021807",2,21,0,3,1,3,"0,42","0,4242","0,88","0,1642",0,39,39
42,"0,252223152369954",2,22,0,3,1,3,"0,42","0,4242","0,94","0,2537",2,53,55
42,"0,627258610664143",2,23,0,3,1,3,"0,42","0,4242","0,94","0,2537",3,30,33
42,"0,20499908490142",3,0,0,4,1,2,"0,42","0,4242","0,94",0,1,10,11
42,"0,0488618258200244",3,1,0,4,1,3,"0,46","0,4545","0,94","0,1045",0,12,12
42,"0,0867026902433769",3,2,0,4,1,2,"0,46","0,4545","0,94","0,2836",0,6,6
42,"0,301928056366857",3,3,0,4,1,1,"0,46","0,4545","0,94","0,2239",0,3,3
42,"0,86107779094138",3,4,0,4,1,1,"0,48","0,4697","0,88","0,194",0,5,5
42,"0,651081542162361",3,5,0,4,1,1,"0,48","0,4697","0,88","0,1642",0,18,18
42,"0,447767153859472",3,6,0,4,1,2,"0,42","0,4242","0,94",0,2,107,109
42,"0,634577268745792",3,7,0,4,1,2,"0,44","0,4394","0,94","0,1343",8,296,304
42,"0,344794032251684",3,8,0,4,1,1,"0,42","0,4242","0,94","0,1343",15,579,594
42,"0,0422794527569891",3,9,0,4,1,1,"0,46","0,4545","0,77","0,2537",5,281,286
42,"0,235352304141567",3,10,0,4,1,1,"0,52","0,5","0,55","0,1642",11,122,133
42,"0,430429751843312",3,11,0,4,1,1,"0,56","0,5303","0,43","0,194",19,149,168
42,"0,824233166326817",3,12,0,4,1,1,"0,56","0,5303","0,37","0,2239",16,204,220
42,"0,226649463239365",3,13,0,4,1,1,"0,58","0,5455","0,32","0,2537",24,187,211
42,"0,993677156782634",3,14,0,4,1,1,"0,58","0,5455","0,35","0,2239",37,174,211
42,"0,156787038897405",3,15,0,4,1,1,"0,6","0,6212","0,31","0,2537",31,192,223
42,"0,912130917290925",3,16,0,4,1,1,"0,58","0,5455","0,32","0,2985",38,323,361
42,"0,587856505009211",3,17,0,4,1,1,"0,56","0,5303","0,35","0,2985",49,551,600
42,"0,51485435441576",3,18,0,4,1,1,"0,54","0,5152","0,34","0,3582",27,498,525
42,"0,653007184530743",3,19,0,4,1,1,"0,48","0,4697","0,41","0,3284",11,317,328
42,"0,233636130529928",3,20,0,4,1,1,"0,44","0,4394","0,44","0,4179",12,242,254
42,"0,00522218776466014",3,21,0,4,1,1,"0,42","0,4242","0,47","0,4627",7,190,197
42,"0,0764575464875205",3,22,0,4,1,1,"0,38","0,3939","0,5","0,2537",3,123,126
42,"0,866535623267008",3,23,0,4,1,1,"0,36","0,3485","0,5","0,2239",9,76,85
42,"0,49568652213754",3,0,0,5,1,1,"0,34","0,3333","0,53","0,1642",1,45,46
42,"0,743761546636328",3,1,0,5,1,1,"0,34","0,3182","0,49","0,2239",2,18,20
42,"0,660213306511793",3,2,0,5,1,1,"0,34","0,3182","0,53","0,2836",2,4,6
42,"0,928878376246896",3,3,0,5,1,1,"0,32","0,3182","0,57","0,194",0,3,3
42,"0,676839478799143",3,4,0,5,1,1,"0,32","0,3485","0,61",0,0,2,2
42,"0,130599841702321",3,5,0,5,1,1,"0,3","0,3333","0,7",0,0,24,24
42,"0,0131389296146027",3,6,0,5,1,1,"0,3","0,3333","0,7",0,4,88,92
42,"0,0613583035330229",3,7,0,5,1,1,"0,3","0,3333","0,7",0,4,258,262
42,"0,320135247525782",3,8,0,5,1,1,"0,28","0,303","0,75","0,0896",16,533,549
42,"0,929005266153191",3,9,0,5,1,1,"0,3","0,3333","0,81",0,15,299,314
42,"0,83843668613613",3,10,0,5,1,1,"0,36","0,3485","0,5","0,1642",14,118,132
42,"0,756061669770437",3,11,0,5,1,1,"0,38","0,3939","0,46","0,194",40,154,194
42,"0,360391353934151",3,12,0,5,1,1,"0,4","0,4091","0,43","0,1642",40,194,234
42,"0,960960372510405",3,13,0,5,1,1,"0,42","0,4242","0,44","0,2239",31,191,222
42,"0,765132642020657",3,14,0,5,1,2,"0,44","0,4394","0,44","0,2836",29,176,205
42,"0,172857380451546",3,15,0,5,1,2,"0,42","0,4242","0,5","0,2985",5,73,78
42,"0,950120670099574",3,16,0,5,1,3,"0,4","0,4091","0,58","0,2985",1,49,50
42,"0,801104311795608",3,17,0,5,1,3,"0,36","0,3485","0,81","0,2239",5,123,128
42,"0,520725054712854",3,18,0,5,1,3,"0,36","0,3485","0,87","0,194",6,154,160
42,"0,649754136672268",3,19,0,5,1,3,"0,36","0,3485","0,87","0,194",12,162,174
42,"0,9482431349994",3,20,0,5,1,2,"0,36","0,3485","0,87","0,194",7,93,100
42,"0,0240245832341073",3,21,0,5,1,3,"0,36","0,3636","0,87","0,0896",2,99,101
42,"0,0790261796707902",3,22,0,5,1,2,"0,36","0,3788","0,87",0,6,69,75
42,"0,376524419430947",3,23,0,5,1,2,"0,36","0,3788","0,87",0,4,19,23
42,"0,93165238394209",3,0,0,6,0,3,"0,36","0,3636","0,93","0,0896",1,21,22
42,"0,727009895451908",3,1,0,6,0,3,"0,36","0,3788","0,93",0,0,44,44
42,"0,0378152357612216",3,2,0,6,0,3,"0,36","0,3636","0,93","0,0896",4,34,38
42,"0,838557054268973",3,3,0,6,0,2,"0,36","0,3485","0,93","0,1642",1,20,21
42,"0,550395589287421",3,4,0,6,0,2,"0,36","0,3485","0,93","0,194",0,2,2
42,"0,280374702545236",3,5,0,6,0,2,"0,36","0,3636","0,93","0,0896",1,1,2
42,"0,15691181798008",3,6,0,6,0,2,"0,36","0,3636","0,93","0,0896",1,6,7
42,"0,0891980615637918",3,7,0,6,0,2,"0,36","0,3485","0,93","0,1343",2,14,16
42,"0,471989533566861",3,8,0,6,0,3,"0,36","0,3788","0,93",0,2,46,48
42,"0,603939641150799",3,9,0,6,0,3,"0,38","0,3939","0,87","0,0896",7,87,94
42,"0,201995300828999",3,10,0,6,0,2,"0,4","0,4091","0,87",0,31,137,168
42,"0,251481168368142",3,11,0,6,0,2,"0,4","0,4091","0,87","0,0896",33,181,214
42,"0,10347736166707",3,12,0,6,0,2,"0,42","0,4242","0,67","0,2537",47,252,299
42,"0,0978612431493145",3,13,0,6,0,1,"0,44","0,4394","0,51","0,2836",87,252,339
42,"0,157375854249274",3,14,0,6,0,2,"0,46","0,4545","0,44","0,3582",151,279,430
42,"0,20604877427082",3,15,0,6,0,1,"0,48","0,4697","0,29","0,2985",145,254,399
42,"0,925032436076369",3,16,0,6,0,1,"0,5","0,4848","0,27","0,2985",167,300,467
42,"0,965022101319348",3,17,0,6,0,1,"0,5","0,4848","0,23","0,3284",106,279,385
42,"0,205092048747321",3,18,0,6,0,1,"0,5","0,4848","0,25","0,2537",53,250,303
42,"0,554822908733802",3,19,0,6,0,1,"0,46","0,4545","0,33","0,1642",34,191,225
42,"0,645136761603361",3,20,0,6,0,1,"0,44","0,4394","0,3","0,1343",28,121,149
42,"0,2737548384981",3,21,0,6,0,1,"0,46","0,4545","0,19","0,3284",24,130,154
42,"0,290133481492278",3,22,0,6,0,1,"0,44","0,4394","0,21","0,1343",19,115,134
42,"0,463620847105415",3,23,0,6,0,1,"0,42","0,4242","0,24",0,12,94,106
42,"0,982079972299419",3,0,0,0,0,2,"0,4","0,4091","0,3","0,3582",5,67,72
42,"0,801788583329223",3,1,0,0,0,2,"0,38","0,3939","0,34","0,194",16,60,76
42,"0,30394917965466",3,2,0,0,0,2,"0,36","0,3485","0,4","0,1642",14,66,80
42,"0,0955405244814746",3,3,0,0,0,2,"0,36","0,3485","0,43","0,1343",5,21,26
42,"0,955554750034091",3,4,0,0,0,2,"0,34","0,3333","0,46","0,194",3,11,14
42,"0,626423725346483",3,5,0,0,0,2,"0,34","0,3182","0,46","0,2239",0,5,5
42,"0,662838337136736",3,6,0,0,0,2,"0,3","0,2727","0,52","0,2985",0,5,5
42,"0,110497336082228",3,7,0,0,0,2,"0,3","0,2727","0,52","0,2985",2,21,23
42,"0,912080231312875",3,8,0,0,0,1,"0,3","0,2727","0,52","0,3284",12,54,66
42,"0,176107803422654",3,9,0,0,0,1,"0,3","0,2727","0,49","0,4478",14,104,118
42,"0,419342492333312",3,10,0,0,0,1,"0,3","0,2727","0,49","0,3284",31,161,192
42,"0,999526898558962",3,11,0,0,0,1,"0,32","0,2879","0,45","0,3881",64,192,256
42,"0,607517974817381",3,12,0,0,0,1,"0,34","0,303","0,42","0,3582",71,256,327
42,"0,594981987043396",3,13,0,0,0,1,"0,36","0,3333","0,37","0,3582",108,256,364
42,"0,764604481342166",3,14,0,0,0,1,"0,36","0,3333","0,34","0,3582",106,226,332
42,"0,659713265110777",3,15,0,0,0,1,"0,36","0,3182","0,32","0,5224",82,252,334
42,"0,793368396696466",3,16,0,0,0,1,"0,36","0,3182","0,29","0,4925",68,231,299
42,"0,872399146554053",3,17,0,0,0,1,"0,34","0,2879","0,31","0,5522",49,214,263
42,"0,521862595029155",3,18,0,0,0,1,"0,32","0,2727","0,33","0,6119",20,164,184
42,"0,202687413065633",3,19,0,0,0,1,"0,3","0,2576","0,36","0,4925",12,120,132
42,"0,765787933086734",3,20,0,0,0,1,"0,28","0,2727","0,38","0,2537",8,80,88
42,"0,267712493467192",3,21,0,0,0,1,"0,28","0,2727","0,36","0,2239",9,70,79
42,"0,26096645491931",3,22,0,0,0,1,"0,26","0,2424","0,41","0,2537",9,53,62
42,"0,357033594786808",3,23,0,0,0,1,"0,26","0,2576","0,41","0,194",2,24,26
42,"0,357731679964275",3,0,0,1,1,1,"0,24","0,2273","0,44","0,194",2,15,17
42,"0,0904389047551338",3,1,0,1,1,1,"0,24","0,2424","0,48","0,1343",3,3,6
42,"0,884110479268081",3,2,0,1,1,1,"0,24","0,2424","0,48","0,1343",1,3,4
42,"0,534554831785319",3,3,0,1,1,1,"0,22","0,2273","0,51","0,1642",0,1,1
42,"0,262420613524163",3,4,0,1,1,1,"0,2","0,2273","0,55","0,0896",0,1,1
42,"0,685962282653991",3,5,0,1,1,1,"0,2","0,2273","0,55","0,0896",1,17,18
42,"0,470944145255443",3,6,0,1,1,1,"0,18","0,197","0,59","0,1343",2,89,91
42,"0,188750893924581",3,7,0,1,1,1,"0,18","0,197","0,59","0,1343",7,253,260
42,"0,867367467759742",3,8,0,1,1,1,"0,2","0,2273","0,59","0,1045",13,415,428
42,"0,644777221305967",3,9,0,1,1,2,"0,22","0,2576","0,6","0,0896",11,186,197
42,"0,53800829786612",3,10,0,1,1,2,"0,24","0,2576","0,6",0,12,74,86
42,"0,929480189020142",3,11,0,1,1,2,"0,26","0,2727","0,56","0,1343",17,86,103
42,"0,575465849484332",3,12,0,1,1,2,"0,26","0,303","0,52",0,15,122,137
42,"0,420346578863721",3,13,0,1,1,2,"0,26","0,2576","0,55","0,2985",11,109,120
42,"0,684815351865041",3,14,0,1,1,2,"0,28","0,2576","0,57","0,3582",13,115,128
42,"0,0432599293942635",3,15,0,1,1,2,"0,3","0,2879","0,53","0,194",20,110,130
42,"0,846930577765",3,16,0,1,1,1,"0,3","0,2727","0,45","0,2985",30,180,210
42,"0,105185951654647",3,17,0,1,1,3,"0,3","0,2727","0,45","0,2985",11,376,387
42,"0,29398578588252",3,18,0,1,1,3,"0,28","0,2273","0,55","0,6567",12,363,375
42,"0,116059039243315",3,19,0,1,1,1,"0,26","0,2576","0,53","0,2239",6,220,226
42,"0,00240767547974825",3,20,0,1,1,1,"0,26","0,2273","0,37","0,4627",8,171,179
42,"0,709567937934638",3,21,0,1,1,1,"0,26","0,2273","0,37","0,3881",4,116,120
42,"0,130732618770352",3,22,0,1,1,1,"0,24","0,2121","0,35","0,3284",2,76,78
42,"0,755630500689685",3,23,0,1,1,1,"0,22","0,1818","0,37","0,5821",2,29,31
42,"0,0388952136033304",3,0,0,2,1,1,"0,22","0,2121","0,37","0,2985",0,8,8
42,"0,649394565922665",3,1,0,2,1,1,"0,2","0,197","0,44","0,2537",0,6,6
42,"0,328479708754553",3,2,0,2,1,1,"0,2","0,197","0,44","0,2239",0,4,4
42,"0,435413727373673",3,3,0,2,1,1,"0,18","0,1667","0,51","0,2836",0,1,1
42,"0,203136396269138",3,4,0,2,1,1,"0,18","0,1667","0,51","0,2985",0,3,3
42,"0,505040598204908",3,5,0,2,1,1,"0,18","0,1818","0,51","0,2239",0,25,25
42,"0,699901249613861",3,6,0,2,1,1,"0,18","0,2121","0,51","0,1045",3,99,102
42,"0,677716082559726",3,7,0,2,1,1,"0,16","0,1818","0,55","0,1343",5,270,275
42,"0,697704203062569",3,8,0,2,1,1,"0,16","0,1818","0,59","0,1045",14,487,501
42,"0,517161020983931",3,9,0,2,1,1,"0,22","0,2727","0,47",0,11,222,233
42,"0,720217202861513",3,10,0,2,1,1,"0,24","0,2576","0,44",0,16,113,129
42,"0,0406023371083286",3,11,0,2,1,1,"0,26","0,2576","0,41","0,1642",20,110,130
42,"0,164287735645143",3,12,0,2,1,1,"0,26","0,2727","0,41","0,1045",9,129,138
42,"0,155937767861818",3,13,0,2,1,1,"0,3","0,303","0,39","0,1343",16,148,164
42,"0,556877365713508",3,14,0,2,1,1,"0,32","0,303","0,36","0,2239",20,116,136
42,"0,832169073675544",3,15,0,2,1,1,"0,34","0,303","0,36","0,2985",24,142,166
42,"0,946605457053219",3,16,0,2,1,1,"0,36","0,3333","0,32","0,2836",22,228,250
42,"0,517169305117084",3,17,0,2,1,1,"0,36","0,3333","0,34","0,2836",21,425,446
42,"0,906763516791093",3,18,0,2,1,1,"0,34","0,303","0,42","0,3284",15,442,457
42,"0,14961901884949",3,19,0,2,1,1,"0,34","0,303","0,46","0,2985",9,278,287
